iter	MultiClass
193	0.6059955251
194	0.6035488906
195	0.6007152058
196	0.5982165164
197	0.5959224022
198	0.5935941681
199	0.5910805569
200	0.588640972
201	0.5860119783
202	0.583516191
203	0.5806843541
204	0.5787313049
205	0.576506427
206	0.5740486381
207	0.5715768647
208	0.5691543731
209	0.5666600321
210	0.5641878675
211	0.561416978
212	0.5588272499
213	0.5563917597
214	0.5535917851
215	0.5514688111
216	0.5489178914
217	0.5464970091
218	0.5443161479
219	0.5415923129
220	0.5392211957
221	0.5370671298
222	0.5352371842
223	0.5328134873
224	0.5304349809
225	0.5277896783
226	0.5255660069
227	0.5228342216
228	0.5202899883
229	0.5183949905
230	0.5159263424
231	0.5136320905
232	0.5111279042
233	0.5084802426
234	0.5059714603
235	0.5039429477
236	0.5019080492
237	0.4995594823
238	0.4970453967
239	0.4946492942
240	0.4924875346
241	0.4904668912
242	0.4884763524
243	0.4864383375
244	0.4844084432
245	0.4821046026
246	0.4798013486
247	0.4774880436
248	0.4754411678
249	0.4733880628
250	0.4712632009
251	0.4695615742
252	0.4677136561
253	0.4655787076
254	0.4632218519
255	0.4612821643
256	0.4595727507
257	0.4573232096
258	0.4549078873
259	0.4529185073
260	0.4510358714
261	0.448760957
262	0.4467052716
263	0.4449131518
264	0.4431611799
265	0.4413436334
266	0.439754826
267	0.4379152731
268	0.4362142885
269	0.4341783725
270	0.4325727967
271	0.430738679
272	0.428787321
273	0.4269018832
274	0.4251172863
275	0.4233662438
276	0.421600272
277	0.4200239039
278	0.4181639004
279	0.4165210617
280	0.4148400716
281	0.4133362928
282	0.4117481006
283	0.4100756209
284	0.4084755119
285	0.4069207382
286	0.4051433201
287	0.4033149952
288	0.4015319719
289	0.3995655185
290	0.397853484
291	0.3964780163
292	0.3947794524
293	0.3932055888
294	0.3916969208
295	0.3904480137
296	0.3890349964
297	0.3874560554
298	0.3859083495
299	0.3844718285
300	0.3828377939
301	0.38122799
302	0.37968514
303	0.378199358
304	0.3767354296
305	0.3753413921
306	0.3738885378
307	0.3724446096
308	0.370905083
309	0.3694753675
310	0.368069141
311	0.3666752591
312	0.3654283772
313	0.3639690852
314	0.3626590722
315	0.3610821132
316	0.3597484725
317	0.3583777884
318	0.3571331937
319	0.3558594107
320	0.354522922
321	0.3533165814
322	0.3518918768
323	0.3504974179
324	0.3492675923
325	0.3481287438
326	0.3467510338
327	0.3454693477
328	0.3440963971
329	0.3426900465
330	0.3410773329
331	0.3397225106
332	0.3386621057
333	0.3372543304
334	0.3360349711
335	0.334965848
336	0.3338300298
337	0.3324214058
338	0.3311649048
339	0.3300502774
340	0.3293266148
341	0.3282664033
342	0.3269636051
343	0.3256294115
344	0.3245376975
345	0.3233179279
346	0.322002046
347	0.3207129623
348	0.3195848571
349	0.3184704404
350	0.3172499871
351	0.3160586471
352	0.3147989691
353	0.3137292241
354	0.3126072374
355	0.3113849537
356	0.3103677653
357	0.3092593356
358	0.3082345676
359	0.3071219278
360	0.3061658108
361	0.3048535711
362	0.3038129856
363	0.3026456987
364	0.3016180464
365	0.3007509989
366	0.2997461407
367	0.2984437691
368	0.2974877035
369	0.2965439325
370	0.2954928292
371	0.2944382788
372	0.2935760767
373	0.2925442155
374	0.2915627846
375	0.2908567459
376	0.2898517967
377	0.2889568038
378	0.2880132922
379	0.2870255705
380	0.2860483547
381	0.2848633029
382	0.2837603389
383	0.2829647421
384	0.2820328903
385	0.2809925734
386	0.279990137
387	0.2791080573
388	0.2781934703
389	0.276877088
390	0.2760200258
391	0.2750253565
392	0.2742042
393	0.2732776571
394	0.2726793425
395	0.2718920359
396	0.2711161107
397	0.2704281276
398	0.2695012485
399	0.2685601559
400	0.267700574
401	0.2669093929
402	0.2660052398
403	0.2651003233
404	0.2641383081
405	0.2633089136
406	0.2623814611
407	0.2616996191
408	0.261000546
409	0.2600467959
410	0.2593153627
411	0.2584451646
412	0.2576881657
413	0.2568377187
414	0.255986572
415	0.2550640832
416	0.2541951715
417	0.2533941084
418	0.2524828537
419	0.2517009905
420	0.250892766
421	0.250197213
422	0.2495469297
423	0.2488741292
424	0.2479977669
425	0.2471479394
426	0.2464780314
427	0.245604104
428	0.2448587183
429	0.2442400437
430	0.2434113388
431	0.242563825
432	0.241881687
433	0.241095236
434	0.2403294857
435	0.2397055043
436	0.2388920352
437	0.2382148283
438	0.2374390215
439	0.2367288648
440	0.2359661327
441	0.2352159369
442	0.2345039255
443	0.2337432464
444	0.2330818267
445	0.2322986673
446	0.2317868423
447	0.2309651124
448	0.2302693943
449	0.2296225436
450	0.2289398032
451	0.2282592404
452	0.2275733291
453	0.2268755845
454	0.2261798014
455	0.2255310968
456	0.2247382094
457	0.2240625525
458	0.2233307808
459	0.2227226563
460	0.2221032628
461	0.2213385512
462	0.2207472768
463	0.2201449281
464	0.2194679274
465	0.2188063342
466	0.2181223636
467	0.2175317225
468	0.2168450308
469	0.2161112199
470	0.2154623155
471	0.2148278875
472	0.2141643978
473	0.2135641743
474	0.2130288268
475	0.2124548103
476	0.2118168647
477	0.2112467178
478	0.2106183332
479	0.2100325628
480	0.2093482485
481	0.2087404653
482	0.2081028104
483	0.2075066269
484	0.206888552
485	0.2061927505
486	0.2055398406
487	0.2050056542
488	0.2044742938
489	0.2039720571
490	0.2033654026
491	0.2026662302
492	0.2021960291
493	0.201555687
494	0.2010328486
495	0.2005991006
496	0.2000080882
497	0.1994141754
498	0.1987590268
499	0.1981861455
500	0.19762361
501	0.1972695983
502	0.1968256055
503	0.1963273358
504	0.1957075718
505	0.1951016826
506	0.1945520876
507	0.1940198818
508	0.1933969344
509	0.1927579992
510	0.1922023177
511	0.1916723162
512	0.1911582916
513	0.1906127135
514	0.1901506534
515	0.1896983255
516	0.1892373901
517	0.1887640683
518	0.1883126716
519	0.1877106156
520	0.187172055
521	0.1866990266
522	0.1862038702
523	0.1858309574
524	0.1854378878
525	0.1850304433
526	0.1844950402
527	0.1839687819
528	0.1835360188
529	0.1830476364
530	0.1825518824
531	0.1821226606
532	0.1816231309
533	0.181131424
534	0.1805665061
535	0.1799981073
536	0.1795291634
537	0.1791219301
538	0.1786747779
539	0.1782998127
540	0.1779560682
541	0.177465246
542	0.1769266458
543	0.1764122646
544	0.1759335592
545	0.1755003769
546	0.1750818566
547	0.1746963141
548	0.174181651
549	0.173653778
550	0.1731973196
551	0.1726772511
552	0.1723726259
553	0.1720156113
554	0.1716129388
555	0.1711867675
556	0.1707120788
557	0.1703520713
558	0.1698960754
559	0.1694704822
560	0.1690025216
561	0.1687184604
562	0.1683162602
563	0.1679488122
564	0.1675883541
565	0.1672191841
566	0.1668300451
567	0.1662701307
568	0.1658423148
569	0.1654187391
570	0.1650016993
571	0.1645021989
572	0.1640719904
573	0.1637097206
574	0.1633564765
575	0.1629471418
576	0.1625665018
577	0.162220345
578	0.1618000137
579	0.1614058078
580	0.1609839252
581	0.1606040149
582	0.1602190471
583	0.1598327956
584	0.159425033
585	0.1589517865
586	0.1585431114
587	0.1581831273
588	0.1577462244
589	0.1573163136
590	0.156923292
591	0.1564543915
592	0.1561963486
593	0.1558309202
594	0.155585237
595	0.1551724875
596	0.1548832494
597	0.154525907
598	0.1541932407
599	0.1538292415
600	0.1534953058
601	0.1531038407
602	0.1527204078
603	0.1522701119
604	0.1519195276
605	0.1515515632
606	0.1511905645
607	0.150784963
608	0.1504156797
609	0.1500760154
610	0.1497474505
611	0.1493782232
612	0.1490520403
613	0.1487336803
614	0.1484125999
615	0.1480950594
616	0.1477115875
617	0.147359283
618	0.1469909594
619	0.1466615648
620	0.1463631163
621	0.1460186101
622	0.1456737719
623	0.1452787961
624	0.1449240853
625	0.1445960768
626	0.1443030561
627	0.1439353893
628	0.1436325681
629	0.1433240484
630	0.1430270693
631	0.1427264328
632	0.1424649541
633	0.1422166648
634	0.1419441469
635	0.1416195061
636	0.1412687367
637	0.1409355636
638	0.1406630024
639	0.1402993672
640	0.1399980879
641	0.1396399381
642	0.1393447817
643	0.139052757
644	0.1387966695
645	0.1385388518
646	0.1382993548
647	0.1379509708
648	0.1376768374
649	0.1374018644
650	0.1370965606
651	0.1368330607
652	0.136539147
653	0.1362346549
654	0.1359803037
655	0.1356593597
656	0.1353559306
657	0.1350463406
658	0.1348400482
659	0.1345055608
660	0.1342066904
661	0.1339140109
662	0.133621629
663	0.1333250228
664	0.1331104547
665	0.1328347198
666	0.1325924981
667	0.1322768566
668	0.1320129283
669	0.1317270817
670	0.1315031027
671	0.1311945409
672	0.130935754
673	0.1306304538
674	0.1303731368
675	0.1300773052
676	0.1297816845
677	0.1295463767
678	0.1292919562
679	0.1290687871
680	0.1287878644
681	0.1285474279
682	0.1283212511
683	0.1281130173
684	0.1278813269
685	0.1276424329
686	0.1274433139
687	0.1272114951
688	0.1269097238
689	0.1266346434
690	0.1263597728
691	0.1260927308
692	0.1258685235
693	0.1255696478
694	0.1253212352
695	0.1250427196
696	0.1247848197
697	0.1245434293
698	0.1243162168
699	0.12407303
700	0.123807162
701	0.1236070247
702	0.1233715176
703	0.1231656929
704	0.122944734
705	0.1227350081
706	0.1224623293
707	0.1222350513
708	0.1219720908
709	0.12173785
710	0.1215146149
711	0.1212030803
712	0.1209715335
713	0.1206667465
714	0.1204111157
715	0.1202317985
716	0.1200199951
717	0.1197914547
718	0.1196307893
719	0.1194359955
720	0.1192510347
721	0.1190319168
722	0.1188830163
723	0.118660019
724	0.1184349977
725	0.1182249039
726	0.1180200081
727	0.117901793
728	0.1177691141
729	0.1175538116
730	0.1173265578
731	0.117075661
732	0.1168186018
733	0.1166161575
734	0.1163804176
735	0.1162184636
736	0.115958229
737	0.1156947692
738	0.1155141309
739	0.1153074536
740	0.1150567219
741	0.1148691526
742	0.1146612592
743	0.1144446894
744	0.114249275
745	0.1140426635
746	0.1138214417
747	0.1135994033
748	0.113375015
749	0.113145001
750	0.1128874511
751	0.1127196254
752	0.112574503
753	0.1123549682
754	0.1121834231
755	0.1119581947
756	0.1117259969
757	0.1116147967
758	0.1114121749
759	0.111241471
760	0.1110534106
761	0.1108118522
762	0.1106450133
763	0.1104554071
764	0.1102443667
765	0.1100620206
766	0.10988628
767	0.1097088724
768	0.1094814795
769	0.1092667004
770	0.1090853606
771	0.1088866859
772	0.1087019744
773	0.1084965194
774	0.1083017335
775	0.1081378187
776	0.1079339211
777	0.1077359457
778	0.1075539275
779	0.1073523123
780	0.1071710404
781	0.1070001002
782	0.1068349319
783	0.1066320711
784	0.1064385094
785	0.1062404527
786	0.1060534611
787	0.105843974
788	0.1056561839
789	0.1055332628
790	0.1054006328
791	0.1052263146
792	0.1050191469
793	0.1048701207
794	0.1046562749
795	0.1044711223
796	0.1042683733
797	0.1040894998
798	0.1039101881
799	0.1037032869
800	0.1035188781
801	0.1033296288
802	0.1031405722
803	0.1030146138
804	0.1028111888
805	0.10264729
806	0.102488449
807	0.1023048845
808	0.1021294651
809	0.1019783657
810	0.1018429383
811	0.1017263545
812	0.1015682376
813	0.1013779617
814	0.1012104618
815	0.1010615834
816	0.1008908769
817	0.1007153197
818	0.1005424579
819	0.1003616131
820	0.1002152717
821	0.1000530725
822	0.09986519218
823	0.09969009801
824	0.09949842657
825	0.09937439788
826	0.09921093526
827	0.09907423249
828	0.09889715488
829	0.09873054435
830	0.09858986771
831	0.09841445564
832	0.09826080137
833	0.09810384365
834	0.09794191567
835	0.0977599575
836	0.09758905674
837	0.0974320212
838	0.09730829528
839	0.09714024297
840	0.09697104543
841	0.09679579204
842	0.09662181939
843	0.09645575527
844	0.09630556643
845	0.09612251259
846	0.09599375617
847	0.0958596104
848	0.09571374441
849	0.09557028427
850	0.09542229902
851	0.09525386183
852	0.09508478699
853	0.09492404889
854	0.09476407177
855	0.09465189149
856	0.09447055396
857	0.09434491216
858	0.09422849121
859	0.09407087092
860	0.09395458742
861	0.09381726498
862	0.09365672184
863	0.09352798213
864	0.09334054971
865	0.0931755958
866	0.09299469327
867	0.09284735371
868	0.09269030581
869	0.09254004802
870	0.09237184941
871	0.09224824571
872	0.09211226278
873	0.09197158217
874	0.0917709811
875	0.09163774122
876	0.0914786677
877	0.09137846166
878	0.09124826565
879	0.09111862174
880	0.09098245605
881	0.09087041849
882	0.09071048067
883	0.09062568877
884	0.09048569283
885	0.09034596156
886	0.09022672845
887	0.09008679402
888	0.08994345974
889	0.08981525745
890	0.08963392089
891	0.08948326029
892	0.08934592923
893	0.08920866066
894	0.08908869497
895	0.08895746615
896	0.08876971488
897	0.08866859482
898	0.08855862195
899	0.08841018657
900	0.08828449879
901	0.0881806448
902	0.08807594828
903	0.08790664368
904	0.0877815846
905	0.08765769165
906	0.08750313779
907	0.08735167879
908	0.08720759549
909	0.08707024938
910	0.08695301221
911	0.08680891328
912	0.08667522383
913	0.08656940717
914	0.08644566879
915	0.08633450194
916	0.08624136088
917	0.08611410267
918	0.08599895759
919	0.08588427116
920	0.08578236507
921	0.08564999778
922	0.08550910914
923	0.08534874316
924	0.08521660919
925	0.08512616085
926	0.08501348623
927	0.08487814853
928	0.08475448488
929	0.08465684627
930	0.08453960359
931	0.08440979925
932	0.08426958552
933	0.08414176019
934	0.0840107424
935	0.08391998313
936	0.08379080959
937	0.08367311276
938	0.08355838076
939	0.0834505796
940	0.08332140143
941	0.08320728481
942	0.0830987678
943	0.08297600797
944	0.08283995351
945	0.082710388
946	0.08260078286
947	0.08248742858
948	0.082358403
949	0.08224799064
950	0.08211164334
951	0.08199265741
952	0.08184751083
953	0.08174505927
954	0.08163335883
955	0.08152184509
956	0.08141893015
957	0.08134171715
958	0.08122546322
959	0.08112803342
960	0.0810096162
961	0.08089618321
962	0.0807711558
963	0.08065052451
964	0.08055238954
965	0.08042414875
966	0.08029491811
967	0.08016580391
968	0.08004851553
969	0.07994187788
970	0.07983489595
971	0.07972791253
972	0.07961998878
973	0.07950795632
974	0.0793886321
975	0.07927899141
976	0.0791738773
977	0.0790592849
978	0.07896695552
979	0.07886575002
980	0.07875565119
981	0.07864856917
982	0.07853691974
983	0.07843163435
984	0.07833721472
985	0.07825523323
986	0.0781515544
987	0.07804057045
988	0.07794404667
989	0.077823003
990	0.0777078021
991	0.07758662816
992	0.07746154459
993	0.07735492624
994	0.0772511312
995	0.07714133366
996	0.07703212679
997	0.07693207035
998	0.07682644922
999	0.07673168465
