dt,price,volume,change_price
03/17/2020,800.4,1920000.00,-2.25%
03/16/2020,818.8,2190000.00,1.14%
03/13/2020,809.6,3040000.00,4.22%
03/12/2020,776.8,3270000.00,-5.73%
03/11/2020,824.0,2480000.00,-0.60%
03/10/2020,829.0,4370000.00,2.52%
03/06/2020,808.6,2150000.00,-2.58%
03/05/2020,830.0,1710000.00,0.36%
03/04/2020,827.0,1270000.00,0.80%
03/03/2020,820.4,1960000.00,1.21%
03/02/2020,810.6,2450000.00,-0.49%
02/28/2020,814.6,3890000.00,-5.87%
02/27/2020,865.4,2320000.00,-2.37%
02/26/2020,886.4,1850000.00,-0.40%
02/25/2020,890.0,1680000.00,-1.98%
02/21/2020,908.0,1180000.00,-0.85%
02/20/2020,915.8,1260000.00,0.20%
02/19/2020,914.0,1100000.00,-0.07%
02/18/2020,914.6,835020.00,-1.08%
02/17/2020,924.6,514460.00,-0.37%
02/14/2020,928.0,508960.00,0.22%
02/13/2020,926.0,623630.00,-1.28%
02/12/2020,938.0,1340000.00,1.58%
02/11/2020,923.4,956250.00,0.15%
02/10/2020,922.0,850350.00,-1.43%
02/07/2020,935.4,913190.00,1.12%
02/06/2020,925.0,1020000.00,0.17%
02/05/2020,923.4,1170000.00,1.21%
02/04/2020,912.4,1380000.00,0.91%
02/03/2020,904.2,1990000.00,-0.79%
01/31/2020,911.4,1810000.00,-2.11%
01/30/2020,931.0,727440.00,-1.08%
01/29/2020,941.2,629790.00,0.28%
01/28/2020,938.6,729690.00,0.92%
01/27/2020,930.0,1300000.00,-2.74%
01/24/2020,956.2,534850.00,-0.60%
01/23/2020,962.0,987730.00,0.29%
01/22/2020,959.2,1200000.00,-1.98%
01/21/2020,978.6,1110000.00,-1.21%
01/20/2020,990.6,1250000.00,1.37%
01/17/2020,977.2,1180000.00,1.43%
01/16/2020,963.4,771920.00,0.33%
01/15/2020,960.2,1420000.00,-0.79%
01/14/2020,967.8,1740000.00,0.79%
01/13/2020,960.2,1330000.00,2.43%
01/10/2020,937.4,461420.00,0.99%
01/09/2020,928.2,1030000.00,0.11%
01/08/2020,927.2,677140.00,-0.19%
01/06/2020,929.0,737790.00,-1.78%
01/03/2020,945.8,572090.00,0.87%
12/30/2019,937.6,477440.00,-0.06%
12/27/2019,938.2,692380.00,0.95%
12/26/2019,929.4,262210.00,0.35%
12/25/2019,926.2,185210.00,-0.13%
12/24/2019,927.4,388530.00,-0.28%
12/23/2019,930.0,581720.00,0.39%
12/20/2019,926.4,567190.00,-0.22%
12/19/2019,928.4,1130000.00,-0.02%
12/18/2019,928.6,917980.00,-0.15%
12/17/2019,930.0,1270000.00,0.76%
12/16/2019,923.0,1020000.00,0.50%
12/13/2019,918.4,1500000.00,1.93%
12/12/2019,901.0,1350000.00,0.49%
12/11/2019,896.6,958760.00,0.88%
12/10/2019,888.8,1270000.00,-0.31%
12/09/2019,891.6,775750.00,0.97%
12/06/2019,883.0,627740.00,0.25%
12/05/2019,880.8,992260.00,0.62%
12/04/2019,875.4,965420.00,0.09%
12/03/2019,874.6,1270000.00,-1.18%
12/02/2019,885.0,2000000.00,-2.53%
11/29/2019,908.0,1730000.00,0.02%
11/28/2019,907.8,838130.00,-0.37%
11/27/2019,911.2,798350.00,0.18%
11/26/2019,909.6,2550000.00,-0.81%
11/25/2019,917.0,1660000.00,1.69%
11/22/2019,901.8,886850.00,0.69%
11/21/2019,895.6,1240000.00,-0.82%
11/20/2019,903.0,1200000.00,-0.18%
11/19/2019,904.6,1940000.00,2.33%
11/18/2019,884.0,1270000.00,0.29%
11/15/2019,881.4,1060000.00,0.07%
11/14/2019,880.8,1660000.00,-1.01%
11/13/2019,889.8,1280000.00,-1.13%
11/12/2019,900.0,1400000.00,0.56%
11/11/2019,895.0,1910000.00,-1.61%
11/08/2019,909.6,2350000.00,-2.32%
11/07/2019,931.2,1810000.00,0.82%
11/06/2019,923.6,1620000.00,1.05%
11/05/2019,914.0,1560000.00,2.33%
11/01/2019,893.2,631550.00,1.25%
10/31/2019,882.2,1290000.00,-1.43%
10/30/2019,895.0,1100000.00,-0.93%
10/29/2019,903.4,1210000.00,1.96%
10/28/2019,886.0,1380000.00,0.87%
10/25/2019,878.4,1150000.00,0.14%
10/24/2019,877.2,975290.00,0.14%
10/23/2019,876.0,1010000.00,-0.23%
10/22/2019,878.0,1110000.00,0.80%
10/21/2019,871.0,1290000.00,-1.14%
10/18/2019,881.0,2420000.00,-1.45%
10/17/2019,894.0,1050000.00,0.79%
10/16/2019,887.0,1110000.00,1.79%
10/15/2019,871.4,1710000.00,-1.09%
10/14/2019,881.0,693820.00,-1.39%
10/11/2019,893.4,1150000.00,-0.07%
10/10/2019,894.0,983000.00,2.41%
10/09/2019,873.0,1020000.00,-0.66%
10/08/2019,878.8,1530000.00,-0.14%
10/07/2019,880.0,1590000.00,0.36%
10/04/2019,876.8,1440000.00,-0.61%
10/03/2019,882.2,2290000.00,-2.15%
10/02/2019,901.6,1720000.00,-2.40%
10/01/2019,923.8,1320000.00,-1.01%
09/30/2019,933.2,968680.00,-1.19%
09/27/2019,944.4,512300.00,-0.67%
09/26/2019,950.8,673770.00,0.61%
09/25/2019,945.0,1040000.00,0.30%
09/24/2019,942.2,1410000.00,-1.30%
09/23/2019,954.6,818040.00,-1.08%
09/20/2019,965.0,1120000.00,-0.21%
09/19/2019,967.0,1720000.00,-2.01%
09/18/2019,986.8,978840.00,-1.20%
09/17/2019,998.8,807540.00,-0.12%
09/16/2019,1000.0,1380000.00,-1.38%
09/13/2019,1014.0,1200000.00,-0.45%
09/12/2019,1018.6,1010000.00,-0.33%
09/11/2019,1022.0,1160000.00,1.69%
09/10/2019,1005.0,878750.00,0.68%
09/09/2019,998.2,681740.00,0.54%
09/06/2019,992.8,712850.00,-0.88%
09/05/2019,1001.6,1080000.00,1.52%
09/04/2019,986.6,910200.00,-0.40%
09/03/2019,990.6,1090000.00,-1.24%
09/02/2019,1003.0,870520.00,0.02%
08/30/2019,1002.8,1290000.00,2.43%
08/29/2019,979.0,926750.00,2.11%
08/28/2019,958.8,1060000.00,0.61%
08/27/2019,953.0,1070000.00,0.63%
08/26/2019,947.0,400370.00,0.11%
08/23/2019,946.0,618920.00,0.21%
08/22/2019,944.0,714380.00,-1.07%
08/21/2019,954.2,496610.00,-0.33%
08/20/2019,957.4,1080000.00,1.21%
08/19/2019,946.0,1250000.00,1.90%
08/16/2019,928.4,792840.00,-1.55%
08/15/2019,943.0,1040000.00,-0.46%
08/14/2019,947.4,1390000.00,-0.69%
08/13/2019,954.0,1140000.00,-1.61%
08/12/2019,969.6,695700.00,-0.10%
08/09/2019,970.6,1130000.00,-1.88%
08/08/2019,989.2,606050.00,0.20%
08/07/2019,987.2,819610.00,-0.18%
08/06/2019,989.0,1480000.00,-0.30%
08/05/2019,992.0,1290000.00,-0.84%
08/02/2019,1000.4,923510.00,-1.83%
08/01/2019,1019.0,342330.00,-0.95%
07/31/2019,1028.8,398380.00,0.47%
07/30/2019,1024.0,552710.00,-0.49%
07/29/2019,1029.0,264590.00,0.21%
07/26/2019,1026.8,544640.00,-1.16%
07/25/2019,1038.8,691960.00,0.48%
07/24/2019,1033.8,573470.00,-1.64%
07/23/2019,1051.0,458360.00,-0.47%
07/22/2019,1056.0,352920.00,1.21%
07/19/2019,1043.4,594130.00,-1.92%
07/18/2019,1063.8,865870.00,0.87%
07/17/2019,1054.6,274570.00,0.50%
07/16/2019,1049.4,609950.00,0.56%
07/15/2019,1043.6,423670.00,-0.08%
07/12/2019,1044.4,761940.00,-0.93%
07/11/2019,1054.2,744580.00,-2.33%
07/10/2019,1079.4,699810.00,0.75%
07/09/2019,1071.4,423770.00,0.51%
07/08/2019,1066.0,607710.00,1.35%
07/05/2019,1051.8,605410.00,-1.24%
07/04/2019,1065.0,568660.00,-1.24%
07/03/2019,1078.4,607120.00,0.32%
07/02/2019,1075.0,829640.00,0.39%
07/01/2019,1070.8,641650.00,0.30%
06/28/2019,1067.6,736680.00,-1.84%
06/27/2019,1087.6,437880.00,-0.59%
06/26/2019,1094.0,691690.00,-0.13%
06/25/2019,1095.4,300140.00,1.14%
06/24/2019,1083.0,467010.00,-1.31%
06/21/2019,1097.4,781840.00,-0.16%
06/20/2019,1099.2,1230000.00,1.42%
06/19/2019,1083.8,718820.00,0.22%
06/18/2019,1081.4,1030000.00,2.06%
06/17/2019,1059.6,1400000.00,-5.48%
06/14/2019,1121.0,1470000.00,1.36%
06/13/2019,1106.0,1230000.00,1.95%
06/11/2019,1084.8,1040000.00,2.34%
06/10/2019,1060.0,484930.00,0.95%
06/07/2019,1050.0,625640.00,0.11%
06/06/2019,1048.8,661310.00,1.49%
06/05/2019,1033.4,382420.00,-1.00%
06/04/2019,1043.8,920350.00,0.37%
06/03/2019,1040.0,697690.00,0.35%
05/31/2019,1036.4,680750.00,-1.13%
05/30/2019,1048.2,709700.00,0.89%
05/29/2019,1039.0,629580.00,0.89%
05/28/2019,1029.8,1600000.00,2.75%
05/27/2019,1002.2,163490.00,0.40%
05/24/2019,998.2,627490.00,0.22%
05/23/2019,996.0,617200.00,-1.23%
05/22/2019,1008.4,988210.00,1.27%
05/21/2019,995.8,924110.00,1.76%
05/20/2019,978.6,718240.00,0.55%
05/17/2019,973.2,651320.00,0.10%
05/16/2019,972.2,704800.00,-0.39%
05/15/2019,976.0,738680.00,-0.41%
05/14/2019,980.0,896280.00,-0.81%
05/13/2019,988.0,782780.00,-1.06%
05/10/2019,998.6,1500000.00,-2.90%
05/08/2019,1028.4,429320.00,-0.54%
05/07/2019,1034.0,773820.00,0.14%
05/06/2019,1032.6,464390.00,-2.12%
05/03/2019,1055.0,852050.00,0.13%
05/02/2019,1053.6,421520.00,0.80%
04/30/2019,1045.2,582550.00,-1.21%
04/29/2019,1058.0,364550.00,-0.13%
04/26/2019,1059.4,545110.00,1.38%
04/25/2019,1045.0,576820.00,-0.76%
04/24/2019,1053.0,567700.00,1.21%
04/23/2019,1040.4,904500.00,-1.29%
04/22/2019,1054.0,186690.00,0.61%
04/19/2019,1047.6,207310.00,1.18%
04/18/2019,1035.4,473090.00,-0.15%
04/17/2019,1037.0,778050.00,-0.92%
04/16/2019,1046.6,521030.00,0.83%
04/15/2019,1038.0,448560.00,-0.12%
04/12/2019,1039.2,592890.00,1.52%
04/11/2019,1023.6,465000.00,-1.04%
04/10/2019,1034.4,865740.00,-0.92%
04/09/2019,1044.0,717160.00,0.10%
04/08/2019,1043.0,410900.00,-0.02%
04/05/2019,1043.2,308910.00,-0.84%
04/04/2019,1052.0,558290.00,-0.60%
04/03/2019,1058.4,750100.00,1.59%
04/02/2019,1041.8,575600.00,1.32%
04/01/2019,1028.2,626230.00,0.02%
03/29/2019,1028.0,752280.00,0.02%
03/28/2019,1027.8,733450.00,2.17%
03/27/2019,1006.0,306480.00,-0.87%
03/26/2019,1014.8,275950.00,0.63%
03/25/2019,1008.4,424930.00,-0.51%
03/22/2019,1013.6,401800.00,-0.35%
03/21/2019,1017.2,595960.00,0.37%
03/20/2019,1013.4,649020.00,-0.63%
03/19/2019,1019.8,1010000.00,-1.39%
03/18/2019,1034.2,1100000.00,-0.25%
03/15/2019,1036.8,2080000.00,2.88%
03/14/2019,1007.8,452150.00,-0.61%
03/13/2019,1014.0,572050.00,-0.74%
03/12/2019,1021.6,436490.00,-0.41%
03/11/2019,1025.8,343640.00,0.49%
03/07/2019,1020.8,365550.00,-0.85%
03/06/2019,1029.6,433880.00,-0.37%
03/05/2019,1033.4,815170.00,-0.79%
03/04/2019,1041.6,1120000.00,1.22%
03/01/2019,1029.0,445480.00,0.02%
02/28/2019,1028.8,776030.00,-0.45%
02/27/2019,1033.4,508440.00,-0.15%
02/26/2019,1035.0,530150.00,0.50%
02/25/2019,1029.8,929280.00,2.82%
02/22/2019,1001.6,464410.00,0.93%
02/21/2019,992.4,622770.00,-1.53%
02/20/2019,1007.8,696290.00,0.88%
02/19/2019,999.0,340960.00,-1.38%
02/18/2019,1013.0,373280.00,-1.09%
02/15/2019,1024.2,436540.00,1.01%
02/14/2019,1014.0,847190.00,0.22%
02/13/2019,1011.8,830640.00,-2.24%
02/12/2019,1035.0,499620.00,0.35%
02/11/2019,1031.4,731290.00,0.90%
02/08/2019,1022.2,460570.00,-0.37%
02/07/2019,1026.0,755920.00,0.69%
02/06/2019,1019.0,935560.00,-0.95%
02/05/2019,1028.8,1130000.00,-0.02%
02/04/2019,1029.0,1100000.00,1.40%
02/01/2019,1014.8,1140000.00,1.63%
01/31/2019,998.5,1960000.00,2.28%
01/30/2019,976.2,952440.00,2.02%
01/29/2019,956.9,491120.00,0.46%
01/28/2019,952.5,438970.00,0.16%
01/25/2019,951.0,675030.00,2.70%
01/24/2019,926.0,953220.00,-2.09%
01/23/2019,945.8,414110.00,-0.68%
01/22/2019,952.3,416310.00,0.24%
01/21/2019,950.0,273220.00,-0.50%
01/18/2019,954.8,425580.00,0.17%
01/17/2019,953.2,656130.00,0.01%
01/16/2019,953.1,510330.00,-0.18%
01/15/2019,954.8,550380.00,-0.59%
01/14/2019,960.5,557870.00,-1.23%
01/11/2019,972.5,709800.00,0.26%
01/10/2019,970.0,725450.00,-0.27%
01/09/2019,972.6,1030000.00,2.09%
01/08/2019,952.7,565630.00,0.32%
01/04/2019,949.7,335530.00,1.66%
01/03/2019,934.2,601710.00,-0.92%
