dt,price,volume,change_price
20.03.2020,3395.0,22770000.00,"0,74%"
19.03.2020,3370.0,21180000.00,"5,31%"
18.03.2020,3200.0,23510000.00,"-6,57%"
17.03.2020,3425.0,23290000.00,"-3,25%"
16.03.2020,3540.0,38200000.00,"1,26%"
13.03.2020,3496.0,26050000.00,"-0,11%"
12.03.2020,3500.0,30460000.00,"-9,07%"
11.03.2020,3849.0,13770000.00,"0,29%"
10.03.2020,3838.0,31560000.00,"-0,08%"
06.03.2020,3841.0,17660000.00,"-2,19%"
05.03.2020,3927.0,19560000.00,"-0,73%"
04.03.2020,3956.0,13000000.00,"1,59%"
03.03.2020,3894.0,17160000.00,"-0,26%"
02.03.2020,3904.0,29640000.00,"-2,35%"
28.02.2020,3998.0,39310000.00,"-7,02%"
27.02.2020,4300.0,19000000.00,"-2,93%"
26.02.2020,4430.0,19570000.00,"0,45%"
25.02.2020,4410.0,19840000.00,"-1,78%"
21.02.2020,4490.0,6170000.00,"-0,33%"
20.02.2020,4505.0,13170000.00,"0,45%"
19.02.2020,4485.0,7760000.00,"-0,04%"
18.02.2020,4487.0,10200000.00,"-1,21%"
17.02.2020,4542.0,7280000.00,"-0,61%"
14.02.2020,4570.0,9860000.00,"0,66%"
13.02.2020,4540.0,8980000.00,"-0,66%"
12.02.2020,4570.0,25490000.00,"0,55%"
11.02.2020,4545.0,20860000.00,"2,39%"
10.02.2020,4439.0,16750000.00,"-1,64%"
07.02.2020,4513.0,13250000.00,"-0,22%"
06.02.2020,4523.0,17820000.00,"-2,10%"
05.02.2020,4620.0,34730000.00,"0,33%"
04.02.2020,4605.0,32690000.00,"1,99%"
03.02.2020,4515.0,21120000.00,"0,53%"
31.01.2020,4491.0,15200000.00,"-0,88%"
30.01.2020,4531.0,8030000.00,"-0,26%"
29.01.2020,4543.0,8500000.00,"0,24%"
28.01.2020,4532.0,10710000.00,"2,30%"
27.01.2020,4430.0,16070000.00,"-2,32%"
24.01.2020,4535.0,8060000.00,"0,11%"
23.01.2020,4530.0,15970000.00,"1,30%"
22.01.2020,4472.0,18210000.00,"-3,20%"
21.01.2020,4620.0,19380000.00,"-2,80%"
20.01.2020,4753.0,21900000.00,"0,93%"
17.01.2020,4709.0,26710000.00,"4,41%"
16.01.2020,4510.0,16240000.00,"1,58%"
15.01.2020,4440.0,21090000.00,"0,27%"
14.01.2020,4428.0,34200000.00,"-0,74%"
13.01.2020,4461.0,30400000.00,"2,93%"
10.01.2020,4334.0,15260000.00,"1,38%"
09.01.2020,4275.0,14130000.00,"1,11%"
08.01.2020,4228.0,9920000.00,"-0,05%"
06.01.2020,4230.0,6510000.00,"-0,59%"
03.01.2020,4255.0,7270000.00,"1,43%"
30.12.2019,4195.0,8120000.00,"-0,40%"
27.12.2019,4212.0,7520000.00,"1,71%"
26.12.2019,4141.0,4170000.00,"0,63%"
25.12.2019,4115.0,2560000.00,"0,22%"
24.12.2019,4106.0,2710000.00,"-0,15%"
23.12.2019,4112.0,8500000.00,"0,78%"
20.12.2019,4080.0,8100000.00,"-0,54%"
19.12.2019,4102.0,9760000.00,"0,00%"
18.12.2019,4102.0,21000000.00,"-1,44%"
17.12.2019,4162.0,12200000.00,"0,26%"
16.12.2019,4151.0,12790000.00,"-0,22%"
13.12.2019,4160.0,19280000.00,"2,46%"
12.12.2019,4060.0,17150000.00,"2,06%"
11.12.2019,3978.0,24410000.00,"1,84%"
10.12.2019,3906.0,11840000.00,"-0,48%"
09.12.2019,3925.0,7680000.00,"0,49%"
06.12.2019,3906.0,10320000.00,"0,77%"
05.12.2019,3876.0,14210000.00,"1,73%"
04.12.2019,3810.0,12970000.00,"-0,16%"
03.12.2019,3816.0,16020000.00,"-3,25%"
02.12.2019,3944.0,9160000.00,"1,18%"
29.11.2019,3898.0,12090000.00,"-0,15%"
28.11.2019,3904.0,8350000.00,"1,06%"
27.11.2019,3863.0,8150000.00,"-0,05%"
26.11.2019,3865.0,17650000.00,"-0,59%"
25.11.2019,3888.0,8990000.00,"1,65%"
22.11.2019,3825.0,7040000.00,"0,98%"
21.11.2019,3788.0,7270000.00,"-1,23%"
20.11.2019,3835.0,9490000.00,"0,08%"
19.11.2019,3832.0,7520000.00,"1,00%"
18.11.2019,3794.0,10550000.00,"-0,11%"
15.11.2019,3798.0,10910000.00,"2,10%"
14.11.2019,3720.0,24150000.00,"-2,95%"
13.11.2019,3833.0,11010000.00,"-0,70%"
12.11.2019,3860.0,10420000.00,"1,31%"
11.11.2019,3810.0,10570000.00,"-1,27%"
08.11.2019,3859.0,9870000.00,"-1,66%"
07.11.2019,3924.0,18240000.00,"1,95%"
06.11.2019,3849.0,13630000.00,"3,25%"
05.11.2019,3728.0,8470000.00,"0,57%"
01.11.2019,3707.0,7830000.00,"1,48%"
31.10.2019,3653.0,26460000.00,"-1,00%"
30.10.2019,3690.0,10480000.00,"-1,07%"
29.10.2019,3730.0,11040000.00,"3,12%"
28.10.2019,3617.0,10650000.00,"1,74%"
25.10.2019,3555.0,11960000.00,"-1,80%"
24.10.2019,3620.0,9080000.00,"-0,28%"
23.10.2019,3630.0,11210000.00,"-1,41%"
22.10.2019,3682.0,9890000.00,"2,31%"
21.10.2019,3599.0,7980000.00,"-1,56%"
18.10.2019,3656.0,7750000.00,"-1,72%"
17.10.2019,3720.0,8480000.00,"0,59%"
16.10.2019,3698.0,10460000.00,"2,15%"
15.10.2019,3620.0,13880000.00,"-1,15%"
14.10.2019,3662.0,12410000.00,"-2,63%"
11.10.2019,3761.0,22390000.00,"0,86%"
10.10.2019,3729.0,11250000.00,"2,08%"
09.10.2019,3653.0,9890000.00,"-1,32%"
08.10.2019,3702.0,4740000.00,"0,05%"
07.10.2019,3700.0,7610000.00,"0,00%"
04.10.2019,3700.0,15280000.00,"0,54%"
03.10.2019,3680.0,22270000.00,"-2,39%"
02.10.2019,3770.0,9610000.00,"-2,58%"
01.10.2019,3870.0,8230000.00,"-1,17%"
30.09.2019,3916.0,6630000.00,"-0,10%"
27.09.2019,3920.0,4600000.00,"-0,78%"
26.09.2019,3951.0,7160000.00,"0,46%"
25.09.2019,3933.0,10950000.00,"-1,03%"
24.09.2019,3974.0,6710000.00,"-1,63%"
23.09.2019,4040.0,5960000.00,"-0,39%"
20.09.2019,4056.0,8990000.00,"-1,98%"
19.09.2019,4138.0,8360000.00,"0,58%"
18.09.2019,4114.0,6550000.00,"-0,51%"
17.09.2019,4135.0,5430000.00,"-0,51%"
16.09.2019,4156.0,7860000.00,"0,61%"
13.09.2019,4131.0,7750000.00,"-0,39%"
12.09.2019,4147.0,12090000.00,"-1,03%"
11.09.2019,4190.0,12500000.00,"1,09%"
10.09.2019,4145.0,8250000.00,"0,90%"
09.09.2019,4108.0,8320000.00,"-0,82%"
06.09.2019,4142.0,8470000.00,"-0,14%"
05.09.2019,4148.0,6870000.00,"1,00%"
04.09.2019,4107.0,13650000.00,"0,66%"
03.09.2019,4080.0,5720000.00,"-0,95%"
02.09.2019,4119.0,6690000.00,"-1,55%"
30.08.2019,4184.0,13690000.00,"2,73%"
29.08.2019,4073.0,11270000.00,"1,07%"
28.08.2019,4030.0,9350000.00,"1,59%"
27.08.2019,3967.0,13580000.00,"1,85%"
26.08.2019,3895.0,6370000.00,"0,13%"
23.08.2019,3890.0,6210000.00,"0,34%"
22.08.2019,3877.0,7610000.00,"0,86%"
21.08.2019,3844.0,8750000.00,"0,84%"
20.08.2019,3812.0,12720000.00,"-0,50%"
19.08.2019,3831.0,7460000.00,"-0,18%"
16.08.2019,3838.0,8710000.00,"0,42%"
15.08.2019,3822.0,9820000.00,"-3,19%"
14.08.2019,3948.0,20020000.00,"1,23%"
13.08.2019,3900.0,16630000.00,"-2,72%"
12.08.2019,4009.0,4760000.00,"-0,60%"
09.08.2019,4033.0,10940000.00,"0,32%"
08.08.2019,4020.0,7270000.00,"1,01%"
07.08.2019,3980.0,9360000.00,"-1,61%"
06.08.2019,4045.0,18690000.00,"1,00%"
05.08.2019,4005.0,16810000.00,"-0,72%"
02.08.2019,4034.0,24750000.00,"-4,63%"
01.08.2019,4230.0,15370000.00,"-1,35%"
31.07.2019,4288.0,10920000.00,"-0,56%"
30.07.2019,4312.0,5240000.00,"-0,53%"
29.07.2019,4335.0,6820000.00,"-0,37%"
26.07.2019,4351.0,7300000.00,"-1,11%"
25.07.2019,4400.0,5220000.00,"-0,34%"
24.07.2019,4415.0,3660000.00,"-0,96%"
23.07.2019,4458.0,3600000.00,"-0,40%"
22.07.2019,4476.0,3590000.00,"0,63%"
19.07.2019,4448.0,6300000.00,"0,98%"
18.07.2019,4405.0,4760000.00,"-0,14%"
17.07.2019,4411.0,6010000.00,"0,78%"
16.07.2019,4377.0,8250000.00,"-0,91%"
15.07.2019,4417.0,5490000.00,"-0,56%"
12.07.2019,4442.0,2860000.00,"-0,47%"
11.07.2019,4463.0,5080000.00,"-0,09%"
10.07.2019,4467.0,8350000.00,"0,38%"
09.07.2019,4450.0,5900000.00,"-0,58%"
08.07.2019,4476.0,7530000.00,"0,31%"
05.07.2019,4462.0,15950000.00,"1,23%"
04.07.2019,4408.0,19890000.00,"-2,17%"
03.07.2019,4506.0,3290000.00,"-0,22%"
02.07.2019,4516.0,4780000.00,"0,13%"
01.07.2019,4510.0,4220000.00,"0,27%"
28.06.2019,4498.0,6300000.00,"-0,44%"
27.06.2019,4518.0,4510000.00,"-0,88%"
26.06.2019,4558.0,7860000.00,"-0,35%"
25.06.2019,4574.0,6010000.00,"0,82%"
24.06.2019,4537.0,6020000.00,"1,54%"
21.06.2019,4468.0,7200000.00,"-0,89%"
20.06.2019,4508.0,11870000.00,"-2,84%"
19.06.2019,4640.0,12420000.00,"-1,28%"
18.06.2019,4700.0,11080000.00,"2,60%"
17.06.2019,4581.0,12060000.00,"-1,80%"
14.06.2019,4665.0,10480000.00,"0,11%"
13.06.2019,4660.0,12460000.00,"1,19%"
11.06.2019,4605.0,11370000.00,"1,34%"
10.06.2019,4544.0,8780000.00,"-0,35%"
07.06.2019,4560.0,8860000.00,"0,77%"
06.06.2019,4525.0,9030000.00,"1,34%"
05.06.2019,4465.0,5830000.00,"0,07%"
04.06.2019,4462.0,12450000.00,"-0,49%"
03.06.2019,4484.0,5240000.00,"0,40%"
31.05.2019,4466.0,7200000.00,"-0,02%"
30.05.2019,4467.0,7470000.00,"-0,38%"
29.05.2019,4484.0,6340000.00,"0,02%"
28.05.2019,4483.0,14430000.00,"1,38%"
27.05.2019,4422.0,3520000.00,"0,73%"
24.05.2019,4390.0,9240000.00,"-0,68%"
23.05.2019,4420.0,5060000.00,"-1,76%"
22.05.2019,4499.0,7300000.00,"1,67%"
21.05.2019,4425.0,5690000.00,"0,25%"
20.05.2019,4414.0,7020000.00,"2,84%"
17.05.2019,4292.0,4670000.00,"-1,13%"
16.05.2019,4341.0,4350000.00,"0,67%"
15.05.2019,4312.0,5520000.00,"-0,21%"
14.05.2019,4321.0,6260000.00,"-0,32%"
13.05.2019,4335.0,5350000.00,"0,44%"
10.05.2019,4316.0,15840000.00,"-3,29%"
08.05.2019,4463.0,6410000.00,"-2,81%"
07.05.2019,4592.0,6200000.00,"0,48%"
06.05.2019,4570.0,3590000.00,"0,99%"
03.05.2019,4525.0,5090000.00,"0,85%"
02.05.2019,4487.0,6130000.00,"1,52%"
30.04.2019,4420.0,8330000.00,"0,09%"
29.04.2019,4416.0,1640000.00,"-0,76%"
26.04.2019,4450.0,3300000.00,"1,04%"
25.04.2019,4404.0,2840000.00,"0,00%"
24.04.2019,4404.0,3740000.00,"-0,11%"
23.04.2019,4409.0,1930000.00,"-0,25%"
22.04.2019,4420.0,984000.00,"-0,05%"
19.04.2019,4422.0,731500.00,"0,00%"
18.04.2019,4422.0,1890000.00,"0,05%"
17.04.2019,4420.0,4490000.00,"0,52%"
16.04.2019,4397.0,3610000.00,"-0,07%"
15.04.2019,4400.0,4260000.00,"-1,03%"
12.04.2019,4446.0,7830000.00,"0,84%"
11.04.2019,4409.0,4400000.00,"-0,74%"
10.04.2019,4442.0,5170000.00,"-1,42%"
09.04.2019,4506.0,3950000.00,"-0,07%"
08.04.2019,4509.0,3860000.00,"0,56%"
05.04.2019,4484.0,3590000.00,"-0,91%"
04.04.2019,4525.0,3870000.00,"-0,35%"
03.04.2019,4541.0,3910000.00,"0,09%"
02.04.2019,4537.0,4580000.00,"-1,31%"
01.04.2019,4597.0,6030000.00,"0,15%"
29.03.2019,4590.0,5700000.00,"1,73%"
28.03.2019,4512.0,3690000.00,"1,12%"
27.03.2019,4462.0,5640000.00,"-1,28%"
26.03.2019,4520.0,4970000.00,"0,11%"
25.03.2019,4515.0,5390000.00,"0,92%"
22.03.2019,4474.0,4690000.00,"-1,15%"
21.03.2019,4526.0,7830000.00,"0,47%"
20.03.2019,4505.0,6750000.00,"-1,12%"
19.03.2019,4556.0,7660000.00,"-1,66%"
18.03.2019,4633.0,9840000.00,"2,27%"
15.03.2019,4530.0,31810000.00,"0,24%"
14.03.2019,4519.0,9020000.00,"0,49%"
13.03.2019,4497.0,7530000.00,"0,72%"
12.03.2019,4465.0,5440000.00,"1,00%"
11.03.2019,4421.0,9710000.00,"1,63%"
07.03.2019,4350.0,2520000.00,"-0,57%"
06.03.2019,4375.0,4870000.00,"0,57%"
05.03.2019,4350.0,4220000.00,"-1,07%"
04.03.2019,4397.0,2090000.00,"-0,27%"
01.03.2019,4409.0,10530000.00,"-0,92%"
28.02.2019,4450.0,14530000.00,"0,23%"
27.02.2019,4440.0,11870000.00,"-1,31%"
26.02.2019,4499.0,7040000.00,"0,65%"
25.02.2019,4470.0,11340000.00,"2,05%"
22.02.2019,4380.0,8880000.00,"1,86%"
21.02.2019,4300.0,5790000.00,"0,00%"
20.02.2019,4300.0,8940000.00,"0,21%"
19.02.2019,4291.0,3830000.00,"-0,07%"
18.02.2019,4294.0,3350000.00,"-0,58%"
15.02.2019,4319.0,7070000.00,"0,37%"
14.02.2019,4303.0,15530000.00,"1,44%"
13.02.2019,4242.0,14590000.00,"-2,21%"
12.02.2019,4338.0,10330000.00,"0,30%"
11.02.2019,4325.0,8150000.00,"-0,14%"
08.02.2019,4331.0,7160000.00,"-1,46%"
07.02.2019,4395.0,7930000.00,"-1,46%"
06.02.2019,4460.0,9350000.00,"1,16%"
05.02.2019,4409.0,6410000.00,"0,57%"
04.02.2019,4384.0,4930000.00,"0,25%"
01.02.2019,4373.0,6650000.00,"0,99%"
31.01.2019,4330.0,10060000.00,"-1,01%"
30.01.2019,4374.0,16540000.00,"-2,08%"
29.01.2019,4467.0,7440000.00,"-0,95%"
28.01.2019,4510.0,6870000.00,"0,24%"
25.01.2019,4499.0,8660000.00,"0,92%"
24.01.2019,4458.0,9280000.00,"0,18%"
23.01.2019,4450.0,6500000.00,"1,18%"
22.01.2019,4398.0,9230000.00,"-1,54%"
21.01.2019,4467.0,3500000.00,"0,65%"
18.01.2019,4438.0,8620000.00,"1,79%"
17.01.2019,4360.0,8840000.00,"-0,27%"
16.01.2019,4372.0,11810000.00,"0,09%"
15.01.2019,4368.0,13190000.00,"-2,87%"
14.01.2019,4497.0,6480000.00,"-1,38%"
11.01.2019,4560.0,7140000.00,"1,45%"
10.01.2019,4495.0,9150000.00,"0,33%"
09.01.2019,4480.0,12200000.00,"3,80%"
08.01.2019,4316.0,7330000.00,"-0,48%"
04.01.2019,4337.0,5640000.00,"0,91%"
03.01.2019,4298.0,3590000.00,"-0,14%"
